competitor,tier,platform,region,sku_type,sku_name,hc_amount,bonus_amount,bonus_pct,price_local,currency_code,price_usd,effective_usd_per_hc,discount_vs_base,monetisation_philosophy,source_url,capture_date,confidence
EA FC 26,,steam,mx,hc_pack,FC Points 1050,1050,0,0,199,MXN,11.94,0.011371,0.5141,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=mx,2026-04-21,primary
EA FC 26,,steam,mx,hc_pack,FC Points 1600,1600,0,0,299,MXN,17.94,0.011213,0.5208,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=mx,2026-04-21,primary
EA FC 26,,steam,mx,hc_pack,FC Points 2800,2800,0,0,499,MXN,29.94,0.010693,0.543,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=mx,2026-04-21,primary
EA FC 26,,steam,mx,hc_pack,FC Points 5900,5900,0,0,999,MXN,59.94,0.010159,0.5659,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=mx,2026-04-21,primary
EA FC 26,,steam,mx,hc_pack,FC Points 12000,12000,0,0,1999,MXN,119.94,0.009995,0.5729,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=mx,2026-04-21,primary
EA FC 26,,steam,mx,hc_pack,FC Points 18500,18500,0,0,2999,MXN,179.94,0.009726,0.5844,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=mx,2026-04-21,primary
EA FC 26,,steam,fr,hc_pack,FC Points 100,100,0,0,0.99,EUR,1.1583,0.011583,0,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=fr,2026-04-21,primary
EA FC 26,,steam,fr,hc_pack,FC Points 500,500,0,0,4.99,EUR,5.8383,0.011677,-0.0081,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=fr,2026-04-21,primary
EA FC 26,,steam,fr,hc_pack,FC Points 1050,1050,0,0,9.99,EUR,11.6883,0.011132,0.0389,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=fr,2026-04-21,primary
EA FC 26,,steam,fr,hc_pack,FC Points 1600,1600,0,0,14.99,EUR,17.5383,0.010961,0.0537,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=fr,2026-04-21,primary
EA FC 26,,steam,fr,hc_pack,FC Points 2800,2800,0,0,24.99,EUR,29.2383,0.010442,0.0985,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=fr,2026-04-21,primary
EA FC 26,,steam,fr,hc_pack,FC Points 5900,5900,0,0,49.99,EUR,58.4883,0.009913,0.1442,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=fr,2026-04-21,primary
EA FC 26,,steam,fr,hc_pack,FC Points 12000,12000,0,0,99.99,EUR,116.9883,0.009749,0.1583,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=fr,2026-04-21,primary
EA FC 26,,steam,fr,hc_pack,FC Points 18500,18500,0,0,149.99,EUR,175.4883,0.009486,0.181,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=fr,2026-04-21,primary
EA FC 26,,steam,de,hc_pack,FC Points 100,100,0,0,0.99,EUR,1.1583,0.011583,0,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=de,2026-04-21,primary
EA FC 26,,steam,de,hc_pack,FC Points 500,500,0,0,4.99,EUR,5.8383,0.011677,-0.0081,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=de,2026-04-21,primary
EA FC 26,,steam,de,hc_pack,FC Points 1050,1050,0,0,9.99,EUR,11.6883,0.011132,0.0389,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=de,2026-04-21,primary
EA FC 26,,steam,de,hc_pack,FC Points 1600,1600,0,0,14.99,EUR,17.5383,0.010961,0.0537,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=de,2026-04-21,primary
EA FC 26,,steam,de,hc_pack,FC Points 2800,2800,0,0,24.99,EUR,29.2383,0.010442,0.0985,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=de,2026-04-21,primary
EA FC 26,,steam,de,hc_pack,FC Points 5900,5900,0,0,49.99,EUR,58.4883,0.009913,0.1442,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=de,2026-04-21,primary
EA FC 26,,steam,de,hc_pack,FC Points 12000,12000,0,0,99.99,EUR,116.9883,0.009749,0.1583,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=de,2026-04-21,primary
EA FC 26,,steam,de,hc_pack,FC Points 18500,18500,0,0,149.99,EUR,175.4883,0.009486,0.181,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=de,2026-04-21,primary
EA FC 26,,steam,se,hc_pack,FC Points 100,100,0,0,0.99,EUR,1.1583,0.011583,0,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=se,2026-04-21,primary
EA FC 26,,steam,se,hc_pack,FC Points 500,500,0,0,4.99,EUR,5.8383,0.011677,-0.0081,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=se,2026-04-21,primary
EA FC 26,,steam,se,hc_pack,FC Points 1050,1050,0,0,9.99,EUR,11.6883,0.011132,0.0389,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=se,2026-04-21,primary
EA FC 26,,steam,se,hc_pack,FC Points 1600,1600,0,0,14.99,EUR,17.5383,0.010961,0.0537,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=se,2026-04-21,primary
EA FC 26,,steam,se,hc_pack,FC Points 2800,2800,0,0,24.99,EUR,29.2383,0.010442,0.0985,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=se,2026-04-21,primary
EA FC 26,,steam,se,hc_pack,FC Points 5900,5900,0,0,49.99,EUR,58.4883,0.009913,0.1442,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=se,2026-04-21,primary
EA FC 26,,steam,se,hc_pack,FC Points 12000,12000,0,0,99.99,EUR,116.9883,0.009749,0.1583,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=se,2026-04-21,primary
EA FC 26,,steam,se,hc_pack,FC Points 18500,18500,0,0,149.99,EUR,175.4883,0.009486,0.181,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=se,2026-04-21,primary
EA FC 26,,steam,tr,hc_pack,FC Points 100,100,0,0,0.99,USD,0.99,0.0099,0,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=tr,2026-04-21,primary
EA FC 26,,steam,tr,hc_pack,FC Points 500,500,0,0,4.99,USD,4.99,0.00998,-0.0081,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=tr,2026-04-21,primary
EA FC 26,,steam,tr,hc_pack,FC Points 1050,1050,0,0,9.99,USD,9.99,0.009514,0.039,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=tr,2026-04-21,primary
EA FC 26,,steam,tr,hc_pack,FC Points 1600,1600,0,0,14.99,USD,14.99,0.009369,0.0536,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=tr,2026-04-21,primary
EA FC 26,,steam,tr,hc_pack,FC Points 2800,2800,0,0,24.99,USD,24.99,0.008925,0.0985,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=tr,2026-04-21,primary
EA FC 26,,steam,tr,hc_pack,FC Points 5900,5900,0,0,49.99,USD,49.99,0.008473,0.1441,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=tr,2026-04-21,primary
EA FC 26,,steam,tr,hc_pack,FC Points 12000,12000,0,0,99.99,USD,99.99,0.008332,0.1584,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=tr,2026-04-21,primary
EA FC 26,,steam,tr,hc_pack,FC Points 18500,18500,0,0,149.99,USD,149.99,0.008108,0.181,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=tr,2026-04-21,primary
EA FC 26,,steam,pl,hc_pack,FC Points 100,100,0,0,5,PLN,1.3,0.013,0,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=pl,2026-04-21,primary
EA FC 26,,steam,pl,hc_pack,FC Points 500,500,0,0,25,PLN,6.5,0.013,0,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=pl,2026-04-21,primary
EA FC 26,,steam,pl,hc_pack,FC Points 1050,1050,0,0,45,PLN,11.7,0.011143,0.1428,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=pl,2026-04-21,primary
EA FC 26,,steam,pl,hc_pack,FC Points 1600,1600,0,0,65,PLN,16.9,0.010562,0.1875,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=pl,2026-04-21,primary
EA FC 26,,steam,pl,hc_pack,FC Points 2800,2800,0,0,109,PLN,28.34,0.010121,0.2215,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=pl,2026-04-21,primary
EA FC 26,,steam,pl,hc_pack,FC Points 5900,5900,0,0,209,PLN,54.34,0.00921,0.2915,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=pl,2026-04-21,primary
EA FC 26,,steam,pl,hc_pack,FC Points 12000,12000,0,0,419,PLN,108.94,0.009078,0.3017,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=pl,2026-04-21,primary
EA FC 26,,steam,pl,hc_pack,FC Points 18500,18500,0,0,639,PLN,166.14,0.008981,0.3092,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=pl,2026-04-21,primary
EA FC 26,,steam,jp,hc_pack,FC Points 100,100,0,0,150,JPY,1.035,0.01035,0,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=jp,2026-04-21,primary
EA FC 26,,steam,jp,hc_pack,FC Points 500,500,0,0,690,JPY,4.761,0.009522,0.08,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=jp,2026-04-21,primary
EA FC 26,,steam,jp,hc_pack,FC Points 1050,1050,0,0,1400,JPY,9.66,0.0092,0.1111,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=jp,2026-04-21,primary
EA FC 26,,steam,jp,hc_pack,FC Points 1600,1600,0,0,2100,JPY,14.49,0.009056,0.125,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=jp,2026-04-21,primary
EA FC 26,,steam,jp,hc_pack,FC Points 2800,2800,0,0,3400,JPY,23.46,0.008379,0.1904,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=jp,2026-04-21,primary
EA FC 26,,steam,jp,hc_pack,FC Points 5900,5900,0,0,6600,JPY,45.54,0.007719,0.2542,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=jp,2026-04-21,primary
EA FC 26,,steam,jp,hc_pack,FC Points 12000,12000,0,0,13300,JPY,91.77,0.007647,0.2612,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=jp,2026-04-21,primary
EA FC 26,,steam,jp,hc_pack,FC Points 18500,18500,0,0,19900,JPY,137.31,0.007422,0.2829,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=jp,2026-04-21,primary
EA FC 26,,steam,sg,hc_pack,FC Points 100,100,0,0,1.6,SGD,1.2,0.012,0,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=sg,2026-04-21,primary
EA FC 26,,steam,sg,hc_pack,FC Points 500,500,0,0,7.6,SGD,5.7,0.0114,0.05,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=sg,2026-04-21,primary
EA FC 26,,steam,sg,hc_pack,FC Points 1050,1050,0,0,15,SGD,11.25,0.010714,0.1072,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=sg,2026-04-21,primary
EA FC 26,,steam,sg,hc_pack,FC Points 1600,1600,0,0,22,SGD,16.5,0.010313,0.1406,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=sg,2026-04-21,primary
EA FC 26,,steam,sg,hc_pack,FC Points 2800,2800,0,0,36,SGD,27,0.009643,0.1964,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=sg,2026-04-21,primary
EA FC 26,,steam,sg,hc_pack,FC Points 5900,5900,0,0,72,SGD,54,0.009153,0.2373,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=sg,2026-04-21,primary
EA FC 26,,steam,sg,hc_pack,FC Points 12000,12000,0,0,139,SGD,104.25,0.008688,0.276,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=sg,2026-04-21,primary
EA FC 26,,steam,sg,hc_pack,FC Points 18500,18500,0,0,212,SGD,159,0.008595,0.2837,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=sg,2026-04-21,primary
EA FC 26,,steam,id,hc_pack,FC Points 100,100,0,0,16000,IDR,1.008,0.01008,0,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=id,2026-04-21,primary
EA FC 26,,steam,id,hc_pack,FC Points 500,500,0,0,77000,IDR,4.851,0.009702,0.0375,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=id,2026-04-21,primary
EA FC 26,,steam,id,hc_pack,FC Points 1050,1050,0,0,151000,IDR,9.513,0.00906,0.1012,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=id,2026-04-21,primary
EA FC 26,,steam,id,hc_pack,FC Points 1600,1600,0,0,230000,IDR,14.49,0.009056,0.1016,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=id,2026-04-21,primary
EA FC 26,,steam,id,hc_pack,FC Points 2800,2800,0,0,380000,IDR,23.94,0.00855,0.1518,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=id,2026-04-21,primary
EA FC 26,,steam,id,hc_pack,FC Points 5900,5900,0,0,760000,IDR,47.88,0.008115,0.1949,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=id,2026-04-21,primary
EA FC 26,,steam,id,hc_pack,FC Points 12000,12000,0,0,1510000,IDR,95.13,0.007927,0.2136,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=id,2026-04-21,primary
EA FC 26,,steam,id,hc_pack,FC Points 18500,18500,0,0,2260000,IDR,142.38,0.007696,0.2365,,https://store.steampowered.com/api/appdetails?appids=3707320&cc=id,2026-04-21,primary
Apex Legends,2,multi,us,hc_pack,500 apex coins,500,0,0,4.99,USD,4.99,0.00998,0,pure_cosmetic,https://apexitemstore.com/,2026-04-21,secondary
Apex Legends,2,multi,us,hc_pack,1000 apex coins,1000,0,0,9.99,USD,9.99,0.00999,-0.001,pure_cosmetic,https://apexitemstore.com/,2026-04-21,secondary
Apex Legends,2,multi,us,hc_pack,2150 apex coins,2150,150,7.5,19.99,USD,19.99,0.009298,0.0683,pure_cosmetic,https://apexitemstore.com/,2026-04-21,secondary
Apex Legends,2,multi,us,hc_pack,4350 apex coins,4350,350,8.8,39.99,USD,39.99,0.009193,0.0789,pure_cosmetic,https://apexitemstore.com/,2026-04-21,secondary
Apex Legends,2,multi,us,hc_pack,6700 apex coins,6700,700,11.7,59.99,USD,59.99,0.008954,0.1028,pure_cosmetic,https://apexitemstore.com/,2026-04-21,secondary
Apex Legends,2,multi,us,hc_pack,11500 apex coins,11500,1500,15,99.99,USD,99.99,0.008695,0.1288,pure_cosmetic,https://apexitemstore.com/,2026-04-21,secondary
EA FC Mobile,1,multi,us,hc_pack,40 fc points,40,0,0,0.39,USD,0.39,0.00975,0,gacha_power,https://store.fcm.ea.com/en-us/easports-fcmobile,2026-04-21,secondary
EA FC Mobile,1,multi,us,hc_pack,80 fc points,80,0,0,0.99,USD,0.99,0.012375,-0.2692,gacha_power,https://store.fcm.ea.com/en-us/easports-fcmobile,2026-04-21,secondary
EA FC Mobile,1,multi,us,hc_pack,150 fc points,150,0,0,1.99,USD,1.99,0.013267,-0.3607,gacha_power,https://store.fcm.ea.com/en-us/easports-fcmobile,2026-04-21,secondary
EA FC Mobile,1,multi,us,hc_pack,400 fc points,400,0,0,4.99,USD,4.99,0.012475,-0.2795,gacha_power,https://store.fcm.ea.com/en-us/easports-fcmobile,2026-04-21,secondary
EA FC Mobile,1,multi,us,hc_pack,750 fc points,750,0,0,9.99,USD,9.99,0.01332,-0.3662,gacha_power,https://store.fcm.ea.com/en-us/easports-fcmobile,2026-04-21,secondary
EA FC Mobile,1,multi,us,hc_pack,1600 fc points,1600,0,0,19.99,USD,19.99,0.012494,-0.2814,gacha_power,https://store.fcm.ea.com/en-us/easports-fcmobile,2026-04-21,secondary
EA FC Mobile,1,multi,us,hc_pack,4000 fc points,4000,0,0,49.99,USD,49.99,0.012497,-0.2817,gacha_power,https://store.fcm.ea.com/en-us/easports-fcmobile,2026-04-21,secondary
EA FC Mobile,1,multi,us,hc_pack,12000 fc points,12000,0,0,99.99,USD,99.99,0.008332,0.1454,gacha_power,https://store.fcm.ea.com/en-us/easports-fcmobile,2026-04-21,secondary
eFootball,1,multi,us,hc_pack,100 coins,100,0,0,0.99,USD,0.99,0.0099,0,gacha_power,https://store.steampowered.com/itemstore/1665460/,2026-04-21,secondary
eFootball,1,multi,us,hc_pack,520 coins,520,20,4,4.99,USD,4.99,0.009596,0.0307,gacha_power,https://store.steampowered.com/itemstore/1665460/,2026-04-21,secondary
eFootball,1,multi,us,hc_pack,1050 coins,1050,50,5,9.99,USD,9.99,0.009514,0.039,gacha_power,https://store.steampowered.com/itemstore/1665460/,2026-04-21,secondary
eFootball,1,multi,us,hc_pack,2150 coins,2150,150,7.5,19.99,USD,19.99,0.009298,0.0608,gacha_power,https://store.steampowered.com/itemstore/1665460/,2026-04-21,secondary
eFootball,1,multi,us,hc_pack,3300 coins,3300,300,10,29.99,USD,29.99,0.009088,0.082,gacha_power,https://store.steampowered.com/itemstore/1665460/,2026-04-21,secondary
eFootball,1,multi,us,hc_pack,5800 coins,5800,800,16,49.99,USD,49.99,0.008619,0.1294,gacha_power,https://store.steampowered.com/itemstore/1665460/,2026-04-21,secondary
eFootball,1,multi,us,hc_pack,12000 coins,12000,2000,20,99.99,USD,99.99,0.008332,0.1584,gacha_power,https://store.steampowered.com/itemstore/1665460/,2026-04-21,secondary
Fortnite,2,multi,us,hc_pack,50 v bucks,50,0,0,0.99,USD,0.99,0.0198,0,pure_cosmetic,https://fortnite.gg/shop,2026-04-21,secondary
Fortnite,2,multi,us,hc_pack,800 v bucks,800,0,0,8.99,USD,8.99,0.011238,0.4324,pure_cosmetic,https://fortnite.gg/shop,2026-04-21,secondary
Fortnite,2,multi,us,hc_pack,2400 v bucks,2400,0,0,22.99,USD,22.99,0.009579,0.5162,pure_cosmetic,https://fortnite.gg/shop,2026-04-21,secondary
Fortnite,2,multi,us,hc_pack,5000 v bucks,5000,0,0,44.99,USD,44.99,0.008998,0.5456,pure_cosmetic,https://fortnite.gg/shop,2026-04-21,secondary
Fortnite,2,multi,us,hc_pack,12500 v bucks,12500,0,0,89.99,USD,89.99,0.007199,0.6364,pure_cosmetic,https://fortnite.gg/shop,2026-04-21,secondary
Madden NFL 25,2,multi,us,hc_pack,500 purchase tiers,500,0,0,4.99,USD,4.99,0.00998,0,gacha_power,https://www.xbox.com/en-US/games/store/madden-nfl-25-500-madden-points/9N1PMXGSKL52,2026-04-21,secondary
Madden NFL 25,2,multi,us,hc_pack,1050 purchase tiers,1050,0,0,9.99,USD,9.99,0.009514,0.0467,gacha_power,https://www.xbox.com/en-US/games/store/madden-nfl-25-500-madden-points/9N1PMXGSKL52,2026-04-21,secondary
Madden NFL 25,2,multi,us,hc_pack,1600 purchase tiers,1600,0,0,14.99,USD,14.99,0.009369,0.0612,gacha_power,https://www.xbox.com/en-US/games/store/madden-nfl-25-500-madden-points/9N1PMXGSKL52,2026-04-21,secondary
Madden NFL 25,2,multi,us,hc_pack,2800 purchase tiers,2800,0,0,24.99,USD,24.99,0.008925,0.1057,gacha_power,https://www.xbox.com/en-US/games/store/madden-nfl-25-500-madden-points/9N1PMXGSKL52,2026-04-21,secondary
Madden NFL 25,2,multi,us,hc_pack,5850 purchase tiers,5850,0,0,49.99,USD,49.99,0.008545,0.1438,gacha_power,https://www.xbox.com/en-US/games/store/madden-nfl-25-500-madden-points/9N1PMXGSKL52,2026-04-21,secondary
Madden NFL 25,2,multi,us,hc_pack,8900 purchase tiers,8900,0,0,74.99,USD,74.99,0.008426,0.1557,gacha_power,https://www.xbox.com/en-US/games/store/madden-nfl-25-500-madden-points/9N1PMXGSKL52,2026-04-21,secondary
Madden NFL 25,2,multi,us,hc_pack,12000 purchase tiers,12000,0,0,99.99,USD,99.99,0.008332,0.1651,gacha_power,https://www.xbox.com/en-US/games/store/madden-nfl-25-500-madden-points/9N1PMXGSKL52,2026-04-21,secondary
Madden NFL 25,2,multi,us,hc_pack,18500 purchase tiers,18500,0,0,149.99,USD,149.99,0.008108,0.1876,gacha_power,https://www.xbox.com/en-US/games/store/madden-nfl-25-500-madden-points/9N1PMXGSKL52,2026-04-21,secondary
NBA 2K25,1,multi,us,hc_pack,5000 purchase tiers,5000,0,0,1.99,USD,1.99,0.000398,0,gacha_power_plus_stat_progression,https://dotesports.com/nba-2k/news/all-virtual-currency-vc-prices-in-nba-2k25,2026-04-21,secondary
NBA 2K25,1,multi,us,hc_pack,15000 purchase tiers,15000,0,0,4.99,USD,4.99,0.000333,0.1633,gacha_power_plus_stat_progression,https://dotesports.com/nba-2k/news/all-virtual-currency-vc-prices-in-nba-2k25,2026-04-21,secondary
NBA 2K25,1,multi,us,hc_pack,35000 purchase tiers,35000,0,0,9.99,USD,9.99,0.000285,0.2839,gacha_power_plus_stat_progression,https://dotesports.com/nba-2k/news/all-virtual-currency-vc-prices-in-nba-2k25,2026-04-21,secondary
NBA 2K25,1,multi,us,hc_pack,75000 purchase tiers,75000,0,0,19.99,USD,19.99,0.000267,0.3291,gacha_power_plus_stat_progression,https://dotesports.com/nba-2k/news/all-virtual-currency-vc-prices-in-nba-2k25,2026-04-21,secondary
NBA 2K25,1,multi,us,hc_pack,200000 purchase tiers,200000,0,0,49.99,USD,49.99,0.00025,0.3719,gacha_power_plus_stat_progression,https://dotesports.com/nba-2k/news/all-virtual-currency-vc-prices-in-nba-2k25,2026-04-21,secondary
NBA 2K25,1,multi,us,hc_pack,450000 purchase tiers,450000,0,0,99.99,USD,99.99,0.000222,0.4422,gacha_power_plus_stat_progression,https://dotesports.com/nba-2k/news/all-virtual-currency-vc-prices-in-nba-2k25,2026-04-21,secondary
NBA 2K25,1,multi,us,hc_pack,700000 purchase tiers,700000,0,0,149.99,USD,149.99,0.000214,0.4623,gacha_power_plus_stat_progression,https://dotesports.com/nba-2k/news/all-virtual-currency-vc-prices-in-nba-2k25,2026-04-21,secondary
Rocket League,2,multi,us,hc_pack,0 credits,0,0,0,4.99,USD,4.99,,,pure_cosmetic,https://rocketleague.fandom.com/wiki/Credits,2026-04-21,secondary
Rocket League,2,multi,us,hc_pack,0 credits,0,0,0,9.99,USD,9.99,,,pure_cosmetic,https://rocketleague.fandom.com/wiki/Credits,2026-04-21,secondary
Rocket League,2,multi,us,hc_pack,0 credits,0,0,0,24.99,USD,24.99,,,pure_cosmetic,https://rocketleague.fandom.com/wiki/Credits,2026-04-21,secondary
Rocket League,2,multi,us,hc_pack,0 credits,0,0,0,49.99,USD,49.99,,,pure_cosmetic,https://rocketleague.fandom.com/wiki/Credits,2026-04-21,secondary
UFL,1,multi,us,hc_pack,100 lp,100,0,0,0.99,USD,0.99,0.0099,0,gacha_power,https://www.uflgame.com/en-en/blog/in-game-currency-in-ufl-a-complete-guide-to-lp-and-cp,2026-04-21,secondary
UFL,1,multi,us,hc_pack,500 lp,500,0,0,4.99,USD,4.99,0.00998,-0.0081,gacha_power,https://www.uflgame.com/en-en/blog/in-game-currency-in-ufl-a-complete-guide-to-lp-and-cp,2026-04-21,secondary
UFL,1,multi,us,hc_pack,1050 lp,1050,0,0,9.99,USD,9.99,0.009514,0.039,gacha_power,https://www.uflgame.com/en-en/blog/in-game-currency-in-ufl-a-complete-guide-to-lp-and-cp,2026-04-21,secondary
UFL,1,multi,us,hc_pack,2150 lp,2150,0,0,19.99,USD,19.99,0.009298,0.0608,gacha_power,https://www.uflgame.com/en-en/blog/in-game-currency-in-ufl-a-complete-guide-to-lp-and-cp,2026-04-21,secondary
UFL,1,multi,us,hc_pack,4500 lp,4500,0,0,39.99,USD,39.99,0.008887,0.1023,gacha_power,https://www.uflgame.com/en-en/blog/in-game-currency-in-ufl-a-complete-guide-to-lp-and-cp,2026-04-21,secondary
UFL,1,multi,us,hc_pack,9500 lp,9500,0,0,79.99,USD,79.99,0.00842,0.1495,gacha_power,https://www.uflgame.com/en-en/blog/in-game-currency-in-ufl-a-complete-guide-to-lp-and-cp,2026-04-21,secondary
Valorant,2,multi,us,hc_pack,0 vp,0,0,0,4.99,USD,4.99,,,pure_cosmetic,https://valorant.fandom.com/wiki/VALORANT_Points,2026-04-21,secondary
Valorant,2,multi,us,hc_pack,0 vp,0,0,0,9.99,USD,9.99,,,pure_cosmetic,https://valorant.fandom.com/wiki/VALORANT_Points,2026-04-21,secondary
Valorant,2,multi,us,hc_pack,0 vp,0,0,0,19.99,USD,19.99,,,pure_cosmetic,https://valorant.fandom.com/wiki/VALORANT_Points,2026-04-21,secondary
Valorant,2,multi,us,hc_pack,0 vp,0,0,0,34.99,USD,34.99,,,pure_cosmetic,https://valorant.fandom.com/wiki/VALORANT_Points,2026-04-21,secondary
Valorant,2,multi,us,hc_pack,0 vp,0,0,0,49.99,USD,49.99,,,pure_cosmetic,https://valorant.fandom.com/wiki/VALORANT_Points,2026-04-21,secondary
Valorant,2,multi,us,hc_pack,0 vp,0,0,0,99.99,USD,99.99,,,pure_cosmetic,https://valorant.fandom.com/wiki/VALORANT_Points,2026-04-21,secondary